,link,text,date,No_of_Likes,No_of_tweets
172,https://twitter.com/nytimes/status/1819427975009378776#m,"At the Olympic Games, there are the athletes who are rewarded with medals. And then there are the athletes who find themselves rewarded with online love.  Here’s a roundup of the stars of the Games according to the internet. https://nyti.ms/3LPJr7j","Aug 2, 2024 · 5:40 PM UTC",95,13
173,https://twitter.com/nytimes/status/1819427364129927571#m,"Breaking News: The U.S. Justice Department sued TikTok, claiming that the Chinese-owned social media app broke the law by gathering data from users under the age of 13 without their parents’ permission.  https://nyti.ms/3WyUGpA","Aug 2, 2024 · 5:37 PM UTC",125,20
174,https://twitter.com/nytimes/status/1819426741707796658#m,"From @TheAthletic: Carlos Alcaraz will play for a gold medal in his first Olympic Games. If the 21-year-old wins on Sunday, he will be the youngest male Olympic tennis champion. https://nyti.ms/3ymcM6g","Aug 2, 2024 · 5:35 PM UTC",181,12
175,https://twitter.com/nytimes/status/1819425258786451782#m,From @TheAthletic: The Italian boxer Angela Carini said she didn’t feel Algeria's Imane Khelif did anything wrong by beating her. Carini said she was sorry that Khelif has faced uncomfortable questions and speculation about her gender. https://nyti.ms/4dpVOCF,"Aug 2, 2024 · 5:29 PM UTC",275,61
176,https://twitter.com/nytimes/status/1819424194116907144#m,From @TheAthletic: France's Teddy Riner defeated world No. 1 Kim Min-jong in the men's +100kg judo final. Riner became the first judoka with four Olympic golds and is the most decorated athlete in his sport. https://nyti.ms/3SyH78l,"Aug 2, 2024 · 5:25 PM UTC",123,9
177,https://twitter.com/nytimes/status/1819422944184955129#m,"In @nytopinion  The plan that freed Evan Gershkovich was hatched years before, in a bid to save Aleksei Navalny. The columnist M. Gessen shares the backstory on how it came together. https://nyti.ms/46xJw9h","Aug 2, 2024 · 5:20 PM UTC",80,16
178,https://twitter.com/nytimes/status/1819420408631718231#m,From @TheAthletic: The mayor of Paris has offered her “unwavering support” to the artistic director behind the Olympics opening ceremony after he received death threats. Many critics thought a section of the ceremony mocked The Last Supper. https://nyti.ms/3A9zA9N,"Aug 2, 2024 · 5:10 PM UTC",99,45
179,https://twitter.com/TheAthletic/status/1819417895061148047#m,The mayor of Paris offers her “unwavering support” to the artistic director behind the Olympics opening ceremony after he was subjected to harassment including death threats.  @benburrows_ and @BFQuinn have more ⤵️ https://www.nytimes.com/athletic/5676626/2024/08/02/paris-olympics-opening-ceremony-criticism/?utm_medium=social&utm_campaign=twhq&source=twitterhq,"Aug 2, 2024 · 5:00 PM UTC",97,16
180,https://twitter.com/nytimes/status/1819417963331514382#m,"Spectators getting to the Olympics have to take a multihour metro, train and bus ride that almost qualifies as an athletic achievement. But a new program for the ticket holders includes a fleet of staff, premium seats and a ride home when it's over. https://nyti.ms/4ft5IFC","Aug 2, 2024 · 5:00 PM UTC",38,14
181,https://twitter.com/nytimes/status/1819415694703722637#m,From @TheAthletic: There are five archery events at the Olympics and South Korea has now claimed gold medals in all three that have finished. https://nyti.ms/4fnwf7n,"Aug 2, 2024 · 4:51 PM UTC",107,16
182,https://twitter.com/nytimes/status/1819414161836691521#m,"Ismael Zambada, uno de los fundadores del Cártel de Sinaloa en México, compareció el jueves ante un tribunal de Texas, una semana después de que fuera secuestrado y trasladado en avión a través de la frontera con Estados Unidos. https://nyti.ms/3WNxWnf","Aug 2, 2024 · 4:45 PM UTC",32,12
183,https://twitter.com/nytimes/status/1819410411810062558#m,"Two new Covid variants, KP.3 and an offshoot, KP.3.1.1., now account for nearly half of all cases in the U.S., according to CDC data. Here’s what to know about symptoms and treatment. https://nyti.ms/3YtYKKw","Aug 2, 2024 · 4:30 PM UTC",79,43
184,https://twitter.com/nytimes/status/1819406575229886521#m,"Competing for $5 million, the contestants in the Youtuber MrBeast’s “Beast Games” expected outlandish challenges and signed contracts that acknowledged risks of serious injury and death. Still, few were prepared for the conditions on set. https://nyti.ms/3WrV7lH","Aug 2, 2024 · 4:15 PM UTC",77,22
185,https://twitter.com/nytimes/status/1819402888151482552#m,"The most expensive neighborhood in New York City is Hudson Yards, with a median sale price of $7.5 million during the second quarter of 2024. Read the full list of the city’s most expensive neighborhoods here, and see how prices changed year over year. https://nyti.ms/4doR8Nx","Aug 2, 2024 · 4:00 PM UTC",56,16
186,https://twitter.com/nytimes/status/1819401550344733180#m,"From @TheAthletic: On the day before her Olympic debut, the U.S. discus thrower Veronica Fraley said she couldn't pay rent. Then Flavor Flav — hip-hop-icon and U.S. women’s water polo hype man — stepped in to help. https://nyti.ms/3Yt0Sly","Aug 2, 2024 · 3:55 PM UTC",162,15
187,https://twitter.com/nytimes/status/1819400797844636156#m,"Vice President Kamala Harris’s campaign which for the first 20 days of July was the Biden campaign, said it raised $310 million during the month, more than doubling the amount raised by Donald Trump, her campaign said. https://nyti.ms/46sfCDr","Aug 2, 2024 · 3:52 PM UTC",332,69
188,https://twitter.com/nytimes/status/1819396506958418230#m,"More than 300 of Gaza’s health workers are in Israeli detention, Gaza’s health ministry says. And 500 have been killed in the war, out of a prewar total of about 20,000, according to the WHO.  https://nyti.ms/3Yr3rob","Aug 2, 2024 · 3:35 PM UTC",76,36
189,https://twitter.com/nytimes/status/1819391640772976770#m,"From @TheAthletic: Morocco beat the U.S. men's soccer team in the Olympic quarterfinals, 4-0, ending the team’s medal hopes after a surprising run. https://nyti.ms/3WMRuYI","Aug 2, 2024 · 3:15 PM UTC",133,41
190,https://twitter.com/nytimes/status/1819390215116489216#m,"In @nytopinion  Some evangelicals, writes Eliza Griswold, are “eager to show fellow believers an authentically biblical way to oppose Donald Trump.” https://nyti.ms/3SxTeCK","Aug 2, 2024 · 3:10 PM UTC",80,43
191,https://twitter.com/nytimes/status/1819389758876864828#m,"Breaking News: A federal appeals court further narrowed the scope of the Voting Rights Act in Louisiana, Mississippi and Texas, in a ruling that reversed decades of precedent.  https://nyti.ms/3YveI6V","Aug 2, 2024 · 3:08 PM UTC",110,25
192,https://twitter.com/nytimes/status/1819380175588507854#m,Strands is a word search with a unique twist. Can you uncover the theme? Play here: https://nyti.ms/3WORuHZ,"Aug 2, 2024 · 2:30 PM UTC",35,15
193,https://twitter.com/nytimes/status/1819372630652121319#m,"Previous editions of the Edinburgh Fringe, the world’s largest performing arts event, launched hit shows like “Baby Reindeer” and “Fleabag.” Here's what to see at this year's festival. https://nyti.ms/46A34tM","Aug 2, 2024 · 2:00 PM UTC",36,13
194,https://twitter.com/nytimes/status/1819367560497787064#m,"The governor of Florida declared a state of emergency on Thursday as a storm moved toward the Gulf of Mexico, threatening to bring heavy rain, gusty winds and the potential for flash flooding. https://nyti.ms/3WMlt2W","Aug 2, 2024 · 1:40 PM UTC",63,13
195,https://twitter.com/nytimes/status/1819361677520887836#m,"Breaking News: Chevron, the second-largest U.S. oil company, said it would move its headquarters to Houston, from California, leaving a state that has pushed hard on climate issues. https://nyti.ms/4fvuuoE","Aug 2, 2024 · 1:16 PM UTC",109,38
196,https://twitter.com/nytimes/status/1819360022079402147#m,"From @TheAthletic: 200,000 male condoms, 20,000 female condoms and 10,000 dental dams have been made available in the Olympic Village. That is enough for almost two each for every day of the Games. https://nyti.ms/4dpvVCZ","Aug 2, 2024 · 1:10 PM UTC",76,22
197,https://twitter.com/nytimes/status/1819356248963207383#m,Connections is a daily game about finding common threads between words. Players must select four groups of four words without making more than three mistakes. Play now. https://nyti.ms/3WQSfjO,"Aug 2, 2024 · 12:55 PM UTC",33,20
198,https://twitter.com/nytimes/status/1819355935279616030#m,From @TheAthletic: The International Olympic Committee said Thursday that there was no doubt that Imane Khelif of Algeria and Lin Yu-ting of Taiwan were women and should be allowed to compete in boxing. But the issue was seized on quickly online. https://nyti.ms/3Yp001r,"Aug 2, 2024 · 12:53 PM UTC",108,30
199,https://twitter.com/nytimes/status/1819353273716887803#m,"From @TheAthletic: The Olympics are already nearing the halfway point. Team events continue, with men’s soccer beginning its quarterfinals. And BMX racing — one of the more exciting events to watch — has its day. https://nyti.ms/3AaSn4I","Aug 2, 2024 · 12:43 PM UTC",55,7
200,https://twitter.com/nytimes/status/1819353118804463839#m,"Breaking News: U.S. employers added 114,000 jobs in July, a pronounced slowdown in hiring. The unemployment rate rose to 4.3%. https://nyti.ms/46wlQSE","Aug 2, 2024 · 12:42 PM UTC",73,22
201,https://twitter.com/nytimes/status/1819340278794207651#m,"An Italian boxer, Angela Carini, forfeited her bout at the Olympics after only 46 seconds on Thursday, refusing to continue to fight Imane Khelif, an Algerian opponent who had been barred from a women’s event last year. https://nyti.ms/3Yv85BU","Aug 2, 2024 · 11:51 AM UTC",123,125
202,https://twitter.com/nytimes/status/1819331082254246267#m,"For the 16 people freed from Russia on Thursday in a landmark prisoner swap, the exchange brought a moment of relief. But hundreds of others — including Americans — were left behind, hoping for a diplomatic agreement that might secure their release. https://nyti.ms/3WtE0Qf","Aug 2, 2024 · 11:15 AM UTC",83,34
203,https://twitter.com/nytimes/status/1819327316104802714#m,"Three Americans freed from Russia arrived late Thursday night in Maryland, where they were greeted by President Biden and Vice President Kamala Harris after their release was secured in a complicated prisoner swap. https://nyti.ms/4dpm3cp","Aug 2, 2024 · 11:00 AM UTC",543,74
204,https://twitter.com/nytimes/status/1819323533412966543#m,"For years, Rupert Murdoch seemed content to let his children fight for control of his conservative media empire once he’s gone. But now he's locked in a family legal battle that could influence how much of the world sees the news. https://nyti.ms/3LQ9k71","Aug 2, 2024 · 10:45 AM UTC",107,40
205,https://twitter.com/nytimes/status/1819319795038200297#m,A rapidly strengthening yen and a sell-off in stocks in the U.S. pushed Japan’s markets to a second consecutive day of big losses on Friday. https://nyti.ms/4cg30Aq,"Aug 2, 2024 · 10:30 AM UTC",60,12
206,https://twitter.com/nytimes/status/1819314723751334006#m,"Listen to ""The Headlines,"" which brings you the biggest stories of the day from the New York Times reporters who are covering them, all in about five minutes. https://nyti.ms/3Wt7UV2","Aug 2, 2024 · 10:10 AM UTC",81,15
207,https://twitter.com/nytimes/status/1819311161348596021#m,Some young people in China are pretending to be birds on social media as way of escaping hustle culture. We can explain. https://nyti.ms/3SxGyMj,"Aug 2, 2024 · 9:55 AM UTC",71,19
208,https://twitter.com/nytimes/status/1819284535307108716#m,"A day after telling Black journalists that Vice President Kamala Harris had recently decided to become “a Black person,” Donald Trump posted a photo on his social media site of Kamala Harris in traditional Indian clothing. https://nyti.ms/3Yt5Y15","Aug 2, 2024 · 8:10 AM UTC",132,118
209,https://twitter.com/nytimes/status/1819269425029075443#m,"A leader of a white supremacist prison gang was one of three prisoners killed when a fight broke out Tuesday morning at a Nevada prison. Nine other inmates were also treated for injuries, and no corrections officers were hurt. https://nyti.ms/3WKkgJw","Aug 2, 2024 · 7:10 AM UTC",93,35
210,https://twitter.com/nytimes/status/1819241650176012323#m,"Three Americans freed from Russia arrived late Thursday night in Maryland, where they were greeted by President Biden and Vice President Kamala Harris after their release was secured in a deal whose size and complexity have little precedent in the post-Soviet era.","Aug 2, 2024 · 5:19 AM UTC",720,74
211,https://twitter.com/nytimes/status/1819239213033779203#m,"La boxeadora italiana Angela Carini abandonó su combate en las Olimpiadas tras solo 46 segundos y se negó a seguir en la pelea contra Imane Khelif, una boxeadora argelina quien el año pasado había sido excluida de una competencia femenina. https://nyti.ms/3SA1XUZ","Aug 2, 2024 · 5:10 AM UTC",100,42
212,https://twitter.com/nytimes/status/1819218025960136868#m,"Breaking News: The former Russian prisoners have landed in Maryland, where they will meet President Biden and Vice President Kamala Harris. https://nyti.ms/3Szag3z","Aug 2, 2024 · 3:45 AM UTC",324,32
213,https://twitter.com/nytimes/status/1819216569324417383#m,The Harris campaign appears poised to beat the Trump team’s fund-raising haul for the month of July. https://nyti.ms/3LQeeks,"Aug 2, 2024 · 3:40 AM UTC",380,63
214,https://twitter.com/nytimes/status/1819214074644762863#m,"After Lauren Scruggs, 21, became the first Black American woman to win an individual Olympic fencing medal, she clinched gold for the U.S. team. https://nyti.ms/3WNrEUI","Aug 2, 2024 · 3:30 AM UTC",509,28
215,https://twitter.com/EricAsimov/status/1819013310613762485#m,"Here are 10 great bottles from California, $20 to $40. They might cost a little more than equivalent European bottles but they are highly rewarding. https://www.nytimes.com/2024/08/01/dining/drinks/californian-wines.html?smid=tw-share","Aug 1, 2024 · 2:12 PM UTC",67,4
216,https://twitter.com/nytimes/status/1819209085012594848#m,"EE. UU. reconoció a Edmundo González, candidato de la oposición, como ganador de las elecciones en Venezuela. https://nyti.ms/4fv4EBa","Aug 2, 2024 · 3:10 AM UTC",198,21
217,https://twitter.com/nytimes/status/1819206551560704403#m,"After Norah O’Donnell announced that she would depart “CBS Evening News,” executives said she would be replaced by John Dickerson, the network’s lead political analyst, and Maurice DuBois, a longtime anchor for the CBS affiliate in New York. https://nyti.ms/4c8ypVt","Aug 2, 2024 · 3:00 AM UTC",119,26
218,https://twitter.com/ScottCacciola/status/1819011820599828618#m,NBC is flooding the Olympics with a small army of online content creators. I spent a recent day with them. So many selfies: https://www.nytimes.com/2024/07/31/style/nbc-olympics-influencers.html?unlocked_article_code=1._k0.9Ttp.PSBz7Ei3VEXb&smid=url-share,"Aug 1, 2024 · 2:06 PM UTC",43,5
219,https://twitter.com/nytimes/status/1819201474032738411#m,"Keanu Reeves and Alex Winter, the actors who incarnated a pair of slacker musicians for three “Bill & Ted” films, are planning to reunite for a Broadway revival of “Waiting for Godot.” https://nyti.ms/3WJbLOV","Aug 2, 2024 · 2:40 AM UTC",489,16
220,https://twitter.com/nytimes/status/1819198980753862860#m,Strands is a word search with a unique twist. Can you uncover the theme? Play here: https://nyti.ms/3Yt7sbW,"Aug 2, 2024 · 2:30 AM UTC",49,10
221,https://twitter.com/VVFriedman/status/1818975894687367639#m,"Kamala Harris is trying to break the ""imagination barrier,"" one suit at a time - https://www.nytimes.com/2024/07/30/style/kamala-harris-presidential-style.html?smid=tw-share","Aug 1, 2024 · 11:43 AM UTC",298,71
222,https://twitter.com/nytimes/status/1819193915574030686#m,Breaking News: The $4.7 billion jury verdict against the NFL for colluding to raise prices for its Sunday Ticket TV package was thrown out by a judge. https://nyti.ms/4d6d3t1,"Aug 2, 2024 · 2:10 AM UTC",66,17
223,https://twitter.com/nytimes/status/1819191476753985982#m,"The Washington law firm tasked with vetting potential vice-presidential candidates completed the job on Thursday afternoon and turned over its findings to Vice President Kamala Harris, according to two people briefed on the process. https://nyti.ms/3LRXKZ7","Aug 2, 2024 · 2:00 AM UTC",173,44
224,https://twitter.com/ByJamesWagner/status/1819002758625632405#m,"How the Olympics breaks bodies: Take Colombian Mariana Pajón, 2-time gold medalist BMXer trying for another in Paris. 25 fractures, 12 screws, 8 surgeries, countless ligaments/tendon tears. “I gave a lot to get a lot & I wouldn’t change it for anything.” https://www.nytimes.com/2024/08/01/world/olympics/athlete-injuries.html?unlocked_article_code=1._k0.jLix.9s8pfT5v_dXu&smid=em-share","Aug 1, 2024 · 1:30 PM UTC",80,9
225,https://twitter.com/nytimes/status/1819186381106643452#m,Here are 12 movies to stream before they leave Netflix in August. https://nyti.ms/4fv12iA,"Aug 2, 2024 · 1:40 AM UTC",72,14
226,https://twitter.com/nytimes/status/1819183358271701092#m,Connections is a daily game about finding common threads between words. Players must select four groups of four words without making more than three mistakes. Play now. https://nyti.ms/3LQ6nmY,"Aug 2, 2024 · 1:28 AM UTC",42,11
227,https://twitter.com/gettinviggy/status/1819126508851507333#m,"Senator JD Vance, the Republican vice-presidential nominee, is drawing renewed scrutiny over his past remarks that Simone Biles showed weakness when she withdrew from the previous Olympics because of a mental health issue. https://www.nytimes.com/2024/08/01/us/politics/jd-vance-simone-biles.html","Aug 1, 2024 · 9:42 PM UTC",281,61
228,https://twitter.com/nytimes/status/1819178066087673914#m,"Breaking News: The U.S. recognized Edmundo González as Venezuela’s election winner, rejecting President Nicolás Maduro’s claim of victory. https://nyti.ms/3LQa3VO","Aug 2, 2024 · 1:07 AM UTC",573,70
229,https://twitter.com/nytimes/status/1819176355864445288#m,"A bipartisan American Bar Association task force is calling on lawyers across the U.S. to do more to help protect democracy ahead of the 2024 election, warning that the nation faces a serious threat in “rising authoritarianism.” https://nyti.ms/3WK92ES","Aug 2, 2024 · 1:00 AM UTC",512,41
230,https://twitter.com/carolrosenberg/status/1819138178034376922#m,"The prosecutor who pursued the 9/11 capital case from the very start presented the Pentagon's plea agreement in court today, and the lead defendant , Khalid Shaikh Mohammed was there, silent.  Today's dispatch from Guantanamo Bay. https://www.nytimes.com/2024/08/01/us/politics/sept11-plea-agreement.html","Aug 1, 2024 · 10:28 PM UTC",83,27
231,https://twitter.com/nytimes/status/1819171291938562433#m,"A 76-year-old retiree lost $740,000 to scammers targeting his savings. He’s not the only one. https://nyti.ms/4dvkQk5","Aug 2, 2024 · 12:40 AM UTC",90,21
232,https://twitter.com/nytimes/status/1819168792091492557#m,The reclusive heir to a storied fortune has become Donald Trump’s top supporter. But his exact motivations remain a mystery. https://nyti.ms/3SA7kn7,"Aug 2, 2024 · 12:30 AM UTC",53,34
233,https://twitter.com/katie_robertson/status/1819113445536813181#m,"NEW from me: How today's news of Evan Gershkovich's release unfolded at The Wall Street Journal, from an early breakfast in DC to champagne and tears in the newsroom to executives jetting off to San Antonio to greet him    https://www.nytimes.com/2024/08/01/business/media/wsj-evan-gershkovich-freed.html","Aug 1, 2024 · 8:50 PM UTC",132,8
234,https://twitter.com/nytimes/status/1819163719345049705#m,Here’s a breakdown of how Simone Biles won gold in the women’s gymnastics all-around final. https://nyti.ms/46xRijh,"Aug 2, 2024 · 12:10 AM UTC",160,16
235,https://twitter.com/nytimes/status/1819161260031689060#m,"In @nytopinion  The stakes of the Gaza war are ""crystal clear,"" our columnist @tomfriedman writes, but what is not clear is what Israeli Prime Minister Benjamin Netanyahu will do. ""Whose interests will he serve? His, Israel’s, America’s or Iran’s?"" https://nyti.ms/3A8yxqD","Aug 2, 2024 · 12:00 AM UTC",51,33
236,https://twitter.com/jazmineulloa/status/1819145656100921649#m,Vice President Kamala Harris condemned former President Donald J. Trump’s remarks. But she also made it clear she would not engage in a debate with a white man critiquing her Blackness. @NickNehamas + @mayaaking + me https://www.nytimes.com/2024/08/01/us/politics/kamala-harris-trump-race.html?smid=nytcore-ios-share&referringSource=articleShare&sgrp=c-cb,"Aug 1, 2024 · 10:58 PM UTC",262,0
237,https://twitter.com/nytimes/status/1819156174966517915#m,"Videos in India show that tigers easily sneak up on sloth bears, which often seem blissfully unaware that they are at risk of becoming cat food. But once the tiger strikes, the bears often get the better of them. https://nyti.ms/46twGJa","Aug 1, 2024 · 11:40 PM UTC",110,14
238,https://twitter.com/nytimes/status/1819153705935024131#m,"U.S. soldiers whose jobs can expose them to blasts have among the highest suicide rates in the military, a new Pentagon report says. https://nyti.ms/3WO8P3M","Aug 1, 2024 · 11:30 PM UTC",95,22
239,https://twitter.com/charlie_savage/status/1819142544795816340#m,"An ABA democracy task force, led by ret Judge Michael Luttig & ex-DHS secretary Jeh Johnson, will warn at the bar group's annual meeting tomorrow of ""rising authoritarianism"" and call on everyone with a law degree to step up to defend American democracy. https://www.nytimes.com/2024/08/01/us/politics/american-bar-association-democracy.html","Aug 1, 2024 · 10:45 PM UTC",1530,53
240,https://twitter.com/nytimes/status/1819148630692966793#m,"El alto dirigente de Hamás asesinado esta semana murió por un artefacto explosivo introducido de manera clandestina hace meses en la casa de huéspedes donde se alojaba, reveló una investigación de The New York Times. https://nyti.ms/3Sx4JKG","Aug 1, 2024 · 11:10 PM UTC",55,19
241,https://twitter.com/nytimes/status/1819146171291402689#m,"MrBeast, the popular YouTube star, acknowledged in a statement this week that he had used “inappropriate language” in some of his earlier videos. https://nyti.ms/3Wt8X7k","Aug 1, 2024 · 11:00 PM UTC",51,69
242,https://twitter.com/luisferre/status/1819122850089029986#m,BREAKING: A Venezuelan migrant was shot last month at a Brooklyn park where homeless migrants sleep.  The police just made a startling arrest in the case:  They accused a Parks Department worker of murdering the migrant.  W/ @chelsiamarcius @OliviaBensimon https://www.nytimes.com/2024/08/01/nyregion/park-shooting-migrant-nyc.html,"Aug 1, 2024 · 9:27 PM UTC",117,12
243,https://twitter.com/nytimes/status/1819141080291397679#m,"Elon Musk has long criticized leftist politicians on X. But his attacks this week against President Nicolás Maduro, who claimed victory in Venezuela's election but has not produced a vote count that verifies the result, stood out for their aggression. https://nyti.ms/3ylczQM","Aug 1, 2024 · 10:40 PM UTC",95,57
244,https://twitter.com/Fahrenthold/status/1819051889394159734#m,"NEW: How the Secret Service's tech failed in Butler. Radios and the anti-drone system did not work at key times. The service's own drone didn't work, because...they hadn't brought one, and didn't even borrow one when state police offered.  https://www.nytimes.com/2024/08/01/us/politics/secret-service-technology-trump.html","Aug 1, 2024 · 4:45 PM UTC",258,39
245,https://twitter.com/nytimes/status/1819132274681536889#m,"When Donald Trump questioned Kamala Harris’s racial identity on Wednesday, he shifted a false line of attack from the fringes of political discourse to the very center of his presidential campaign. https://nyti.ms/3Yqc3vh","Aug 1, 2024 · 10:05 PM UTC",117,79
246,https://twitter.com/nytimes/status/1819128495890383026#m,"The U.S. team is leading the total Olympic medal count, followed by host country France and China, who have won the most gold medals so far. See more coverage: https://nyti.ms/46uDTsh","Aug 1, 2024 · 9:50 PM UTC",156,84
247,https://twitter.com/nytimes/status/1819124852063658142#m,"Pennsylvania Gov. Josh Shapiro, one of the front-runners to be Vice President Kamala Harris’s running mate, has abruptly canceled a three-event fund-raising swing through the Hamptons just days before she is expected to make her selection. https://nyti.ms/4ccdsc2","Aug 1, 2024 · 9:35 PM UTC",242,42
248,https://twitter.com/nytimes/status/1819123495189487905#m,"The Wall Street Journal reporter Evan Gershkovich was among 24 people released from Russian prison in a seven-nation, painstakingly negotiated deal that President Biden hailed as a triumph of diplomacy. https://nyti.ms/4fHqmSH","Aug 1, 2024 · 9:30 PM UTC",232,23
249,https://twitter.com/nytimes/status/1819120940191490130#m,Donald Trump claimed in a legal filing that the judge who oversaw his Manhattan criminal trial has indirect ties to Vice President Kamala Harris. The letter is the former president’s latest long-shot bid to oust the judge from the case. https://nyti.ms/3AjxcNC,"Aug 1, 2024 · 9:20 PM UTC",96,35
250,https://twitter.com/nytimes/status/1819118438066925915#m,"From @TheAthletic: It was a glorious night at the Olympics for Team USA.  Simone Biles won the gymnastics all-around title and Katie Ledecky became the most decorated woman in American Olympic history. Two GOATs in their sports, making history together. https://nyti.ms/3A6DPmt","Aug 1, 2024 · 9:10 PM UTC",484,37
251,https://twitter.com/nytimes/status/1819115948650999845#m,It’s hard to get motivated when you dread exercise. Here’s a 10-minute workout to get started. https://nyti.ms/4fmdIbz,"Aug 1, 2024 · 9:00 PM UTC",68,7
252,https://twitter.com/nytimes/status/1819115137061540151#m,"Breaking News: Intel said it would slash more than 15,000 jobs to aid a turnaround plan after a series of stumbles. https://nyti.ms/3YwZ7Uv","Aug 1, 2024 · 8:57 PM UTC",54,19
253,https://twitter.com/nytimes/status/1819114643333210600#m,"President Biden delivered remarks on Thursday after the sweeping prisoner swap between Russia and the West. “Their brutal ordeal is over, and they’re free,” he said, surrounded by the relatives of freed American hostages. https://nyti.ms/3A9fZ9T","Aug 1, 2024 · 8:55 PM UTC",315,30
254,https://twitter.com/nytimes/status/1819113455984456073#m,"🇦🇺 Australia won the women’s 4x200 freestyle relay. 🇺🇸 The U.S. took silver, securing Katie Ledecky’s 13th medal, making her the most decorated American woman in Olympic history.   See more results: https://nyti.ms/4dpa5Qf","Aug 1, 2024 · 8:50 PM UTC",225,13
255,https://twitter.com/nytimes/status/1819110879964594493#m,"An Israeli airstrike hit a school building in Gaza City on Thursday, killing at least 15 people, including two children, and injuring more than 40 others, according to the Palestinian Civil Defense, an emergency rescue agency. https://nyti.ms/4cfs3Dz","Aug 1, 2024 · 8:40 PM UTC",69,44
256,https://twitter.com/nytimes/status/1819108414783381727#m,"From @TheAthletic: For the first time, the Americans have won multiple gold medals in fencing in a single Olympics.   Lee Kiefer and Lauren Scruggs led the U.S. to gold in the women's foil team event. https://nyti.ms/4drDZDc","Aug 1, 2024 · 8:30 PM UTC",398,16
257,https://twitter.com/nytimes/status/1819107745712271784#m,"From @TheAthletic: Katie Ledecky is now the most decorated female American Olympian of all time.   She earned a silver medal as part of the U.S. women’s 4×200-meter freestyle relay in Paris, giving her 13 Olympic medals throughout her illustrious career. https://nyti.ms/3LPorgU","Aug 1, 2024 · 8:27 PM UTC",235,13
258,https://twitter.com/nytimes/status/1819106670577926401#m,"From @TheAthletic: Katie Ledecky is now the most decorated female American Olympian of all time.   She earned a silver medal as part of the U.S. women’s 4×200-meter freestyle relay in Paris, giving her 13 Olympic medals throughout her illustrious career. https://nyti.ms/3Wx6EA0","Aug 1, 2024 · 8:23 PM UTC",239,15
259,https://twitter.com/nytimes/status/1819103333908353080#m,"Turkey’s new law aimed at moving millions of stray dogs to shelters, and allowing some to be euthanized, has become a cultural and political issue. https://nyti.ms/4frXAoQ","Aug 1, 2024 · 8:10 PM UTC",85,14
260,https://twitter.com/nytimes/status/1819102071800418331#m,"One of the inmates charged in the fatal prison cell beating of James (Whitey) Bulger, the organized crime boss who lorded over Boston’s underworld for decades, received an additional sentence of more than four years on Thursday for his role in the attack. https://nyti.ms/3LMzgQK","Aug 1, 2024 · 8:05 PM UTC",52,12
261,https://twitter.com/nytimes/status/1819098764000346299#m,"After becoming the third woman in history to win a second Olympic all-around title, Simone Biles wore a diamond-encrusted goat necklace during the medal ceremony.  https://nyti.ms/3WLxWE5","Aug 1, 2024 · 7:51 PM UTC",902,34
262,https://twitter.com/nytimes/status/1819097327467982967#m,"From @TheAthletic: It’s the end of the road for one of Britain’s finest athletes. Sir Andy Murray, a three-time Grand Slam champion, lost to the American duo of Tommy Paul and Taylor Fritz in men’s tennis doubles at the Olympics. https://nyti.ms/3SulRkc","Aug 1, 2024 · 7:46 PM UTC",111,11
263,https://twitter.com/nytimes/status/1819094641393729629#m,"🇭🇺 Hubert Kos won the men’s 200-meter backstroke, earning the country’s first gold medal in Paris. 🇬🇷 Apostolos Christou won silver🇨🇭 Roman Mityukov won bronze.   Here are the latest Olympics results: https://nyti.ms/3Aa6wz6","Aug 1, 2024 · 7:35 PM UTC",118,12
264,https://twitter.com/nytimes/status/1819092722856198297#m,From @TheAthletic: The American swimmer Kate Douglass held off a late charge from reigning Olympic champion Tatjana Smith of South Africa to take her first Olympic gold medal in the 200m breaststroke. https://nyti.ms/3YuInNQ,"Aug 1, 2024 · 7:27 PM UTC",223,18
265,https://twitter.com/nytimes/status/1819088232656613607#m,"From @TheAthletic: The French, German and Zambian national women’s football teams have denied using drones to spy on the opposition. Canada's head coach Bev Priestman accused the top 10 teams of deploying the same covert methods that got her suspended. https://nyti.ms/3ykVyGo","Aug 1, 2024 · 7:10 PM UTC",51,18
266,https://twitter.com/nytimes/status/1819085757895569640#m,"West Nile virus infections, which can cause fever and fatigue, tend to peak in August and September. Here's what to know. https://nyti.ms/4d2TNwL","Aug 1, 2024 · 7:00 PM UTC",46,16
267,https://twitter.com/nytimes/status/1819085112270573888#m,"Simone Biles, returning to the Olympics after withdrawing from the team final in 2021, won gold in the gymnastics all-around final, beating out Rebeca Andrade of Brazil who won silver. Sunisa Lee of the U.S. claimed bronze. https://nyti.ms/4ftc0oE","Aug 1, 2024 · 6:57 PM UTC",570,18
268,https://twitter.com/nytimes/status/1819081481068695795#m,From @TheAthletic: Canada's Summer McIntosh joins French superstar Leon Marchand as the only swimmers to so far take multiple individual gold medals at the Paris Olympics. https://nyti.ms/46Cxg7y,"Aug 1, 2024 · 6:43 PM UTC",237,13
269,https://twitter.com/nytimes/status/1819080579503001829#m,"Breaking News: Gymnast Simone Biles won the all-around title at the Olympics. She is the all-around champion for a second time, winning it three years after dropping out in Tokyo with a mental block. https://nyti.ms/3yykUk1","Aug 1, 2024 · 6:39 PM UTC",837,38
